FieldWorker1;FieldWorker2;FieldActivity_Name;Name;Region;Place;DATE;LAT;LON;Site_name;MonitoredSite_type;label;Sex;Origin;Species;Status;Tr_Shape;Tr_Model;Tr_Number;NumBagBre;Chip;id14@TCaracThes_Mark_Color_1_Precision;PTT;Frequency;NumBagRel;Fk_TInd_ID;FreqOpti
Khyi Mustapha;NULL;General: Vertebrate contact;7100M17;Missour;Sahma;14/04/2012;33,14737;-3,73355;NULL;NULL;x7100;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159822;U11M13598;7138786;NULL;NULL;217100;NULL;50834;217100
Bouchnafa Saïd;NULL;General: Vertebrate contact;7650M30;Missour;Smar;14/04/2012;32,98252;-3,68053;NULL;NULL;x7650;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159840;U11M14576;00071B30EA;NULL;NULL;217650;NULL;52408;217650
Khyi Mustapha;NULL;General: Vertebrate contact;9800M17;Missour;Sahma;14/04/2012;33,10314;-3,78289;NULL;NULL;x9800;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;149642;U11M13569;7137339;NULL;NULL;219800;NULL;50914;219800
Khyi Mustapha;NULL;General: Vertebrate contact;9800M17;Missour;Sahma;14/04/2012;33,10314;-3,78289;NULL;NULL;x6229;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;147642;U11M13563;0007138CDA;NULL;NULL;216229;NULL;50912;216229
Bouchnafa Saïd;NULL;General: Vertebrate contact;4102M30;Missour;Smar;14/04/2012;33,01815;-3,73446;NULL;NULL;x4102;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;147585;U11M14579;00071B18E3;NULL;NULL;214102;NULL;52407;214103
Ben Ali Sayad;NULL;General: Vertebrate contact;7300M25;Missour;NULL;14/04/2012;33,07254;-3,85645;NULL;NULL;x7300;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;129806;U10M04332;00070307A1;NULL;NULL;217300;NULL;32281;217300
Bouchnafa Saïd;NULL;General: Vertebrate contact;8890M30;Missour;Smar;14/04/2012;33,0252;-3,76425;NULL;NULL;x8890;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157180;U11M14551;00071B416D;NULL;NULL;218890;NULL;50934;218890
Bouchnafa Saïd;NULL;General: Vertebrate contact;8890M30;Missour;Smar;14/04/2012;33,0252;-3,76425;NULL;NULL;x9913;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159919;U11M12028;7138552;NULL;NULL;219913;NULL;50917;219913
Ben Ali Sayad;NULL;General: Vertebrate contact;9935M25;Missour;Ouled El Bekri;14/04/2012;33,04992;-3,91043;NULL;NULL;x9935;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157190;U11M14545;00071B3025;NULL;NULL;219935;NULL;50950;219935
Ben Ali Sayad;NULL;General: Vertebrate contact;8450M25;Missour;Smar;13/04/2012;32,95495;-3,63715;NULL;NULL;x8450;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;157176;U10M14045;0007025B8D;NULL;NULL;218450;NULL;37079;218450
Ben Ali Sayad;NULL;General: Vertebrate contact;8308M25;Missour;Smar;13/04/2012;32,91461;-3,62457;NULL;NULL;x8308;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159856;U11M14577;00071B0242;NULL;NULL;218308;NULL;52336;218308
Ben Ali Sayad;NULL;General: Vertebrate contact;9768M25;Missour;Smar;13/04/2012;32,90411;-3,62896;NULL;NULL;x9768;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;92643;U11M14566;00071B3FF8;NULL;NULL;219768;NULL;52347;219768
Ben Ali Sayad;NULL;General: Vertebrate contact;9728M25;Missour;Brouge;13/04/2012;32,87183;-3,65881;NULL;NULL;x9728;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159914;U11M14519;00071AD5B0;NULL;NULL;219728;NULL;52359;219728
Bouchnafa Saïd;NULL;General: Vertebrate contact;4520M30;Missour;Tidarine;13/04/2012;32,954;-3,86673;NULL;NULL;x4520;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157097;U11M14716;00071AF189;NULL;NULL;214520;NULL;52455;214520
Dieuleveut Thibault;NULL;General: Vertebrate contact;9030M26;Missour;Al Baten;13/04/2012;33,19554;-4,09065;NULL;NULL;x9030;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159885;U11M03299;00071AD6A5;NULL;NULL;219030;NULL;43549;NULL
Ben Ali Sayad;NULL;General: Vertebrate contact;9962M25;Missour;Lahchalfa;13/04/2012;32,80368;-3,85888;NULL;NULL;x9962;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;149657;U11M14683;00071B319E;NULL;NULL;219962;NULL;52420;219962
Ben Ali Sayad;NULL;General: Vertebrate contact;9962M25;Missour;Lahchalfa;13/04/2012;32,80368;-3,85888;NULL;NULL;x9950;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;104099;U11M14594;00071AD8DD;NULL;NULL;219950;NULL;52419;219950
Hlilou Houcine;NULL;General: Vertebrate contact;9322M04;Missour;Sahma;13/04/2012;33,18538;-3,67597;NULL;NULL;x9322;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;149605;U11M13640;0007136DE4;NULL;NULL;219322;NULL;50895;219323
Khyi Mustapha;NULL;General: Vertebrate contact;8670M17;Missour;Sahma;13/04/2012;33,15328;-3,60974;NULL;NULL;x8670;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159868;U11M13717;0007133CD4;NULL;NULL;218670;NULL;50854;218670
Khyi Mustapha;NULL;General: Vertebrate contact;8670M17;Missour;Sahma;13/04/2012;33,15328;-3,60974;NULL;NULL;x4791;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157106;U11M13633;0007138D63;NULL;NULL;214791;NULL;50849;214791
Bouchnafa Saïd;NULL;General: Vertebrate contact;7749M30;Missour;Tidarine;13/04/2012;32,91624;-3,84831;NULL;NULL;x7749;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157164;U11M14702;7201592;NULL;NULL;217749;NULL;52456;217749
Bouchnafa Saïd;NULL;General: Vertebrate contact;8228M30;Missour;Tidarine;13/04/2012;32,921;-3,88472;NULL;NULL;x8228;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157172;U11M14701;00071B3C06;NULL;NULL;218228;NULL;52431;218228
Lucas Christelle;NULL;General: Vertebrate contact;6307M23;Missour;Al Baten;13/04/2012;33,29522;-3,86223;NULL;NULL;x6307;female;wild;North African Houbara Bustard;monitored;collar;RI-2D-M;129774;NULL;NULL;NULL;NULL;216307;W-00225;8607;216307
Lucas Christelle;NULL;General: Vertebrate contact;D65M23;Missour;Al Baten;13/04/2012;33,31563;-3,86931;NULL;NULL;x6463;male;wild;North African Houbara Bustard;monitored;harness-transmitter;MortFast backpack-solar+-7P;35953;NULL;NULL;NULL;NULL;216463;W-00136;3177;216463
Boullenger Sylvain;NULL;Houbara: Nest;N002D;Missour;Enjil;12/04/2012;33,11077;-4,70165;12N002D;Nest;B7F108;female;release;North African Houbara Bustard;NULL;NULL;NULL;NULL;U07M03355;0006B7F108;NULL;NULL;NULL;NULL;5165;NULL
Khai Rachid;NULL;General: Vertebrate contact;7871M11;Maatarka;Sidi Amer;12/04/2012;33,73094;-2,35313;NULL;NULL;x7871;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159848;U11M12576;0007136F96;NULL;NULL;217871;NULL;51344;217871
Khai Rachid;NULL;General: Vertebrate contact;7871M11;Maatarka;Sidi Amer;12/04/2012;33,73094;-2,35313;NULL;NULL;x9701;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159911;U11M12615;0007135C25;NULL;NULL;219701;NULL;51376;219701
Khai Rachid;NULL;General: Vertebrate contact;9580M11-;Maatarka;Sidi Amer;12/04/2012;33,81459;-2,41667;NULL;NULL;x9580;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159907;U11M12514;0007026D65;NULL;NULL;219580;NULL;51408;219580
Khyi Mustapha;NULL;General: Vertebrate contact;8631M17;Missour;Enjil;12/04/2012;33,21461;-4,48596;NULL;NULL;x8631;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147711;U10M00842;0006E7656A;NULL;NULL;218631;NULL;29344;218631
Khyi Mustapha;NULL;General: Vertebrate contact;5211M17;Missour;Enjil;12/04/2012;33,20193;-4,47922;NULL;NULL;x5211;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147610;U10M00132;0006E77086;NULL;NULL;215211;NULL;28801;215212
Khyi Mustapha;NULL;General: Vertebrate contact;4934M17;Missour;Enjil;12/04/2012;33,20034;-4,47995;NULL;NULL;x4934;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147600;U10M00230;0006E7AACE;NULL;NULL;214934;NULL;28876;214936
Hlilou Houcine;NULL;General: Vertebrate contact;7699M04;Missour;Al Baten;12/04/2012;33,18181;-4,0067;NULL;NULL;x7699;male;wild;North African Houbara Bustard;monitored;NULL;MortFast backpack-solar+-7P;35953;NULL;NULL;NULL;NULL;217699;W-00070;9658;217701
Khyi Mustapha;NULL;General: Vertebrate contact;5855M17;Missour;Enjil;12/04/2012;33,02278;-4,83788;NULL;NULL;x5855;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147635;U10M03967;00070291EE;NULL;NULL;215855;NULL;32074;215855
Hlilou Houcine;NULL;General: Vertebrate contact;7617M04;Missour;Al Baten;12/04/2012;33,20838;-4,05107;NULL;NULL;x7617;male;wild;North African Houbara Bustard;monitored;harness-transmitter;Back-pack solaire;M0034;NULL;NULL;NULL;NULL;217617;W-00109;13757;217617
Khyi Mustapha;NULL;General: Vertebrate contact;9342M17;Missour;Enjil;12/04/2012;33,06522;-4,53499;NULL;NULL;x9342;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;129839;U09M00634;0006D0C7EC;NULL;NULL;219342;NULL;16835;219342
Bouchnafa Saïd;NULL;General: Vertebrate contact;8571M30;Missour;Tidarine;12/04/2012;32,89824;-3,89433;NULL;NULL;x8571;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159866;U11M14673;00071B2E67;NULL;NULL;218571;NULL;52480;218571
Ben Ali Sayad;NULL;General: Vertebrate contact;8981M25;Missour;Lamjalil;12/04/2012;32,90596;-4,00414;NULL;NULL;x8981;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159883;U11M14677;00071B06C2;NULL;NULL;218981;NULL;52491;218981
Ben Ali Sayad;NULL;General: Vertebrate contact;8981M25;Missour;Lamjalil;12/04/2012;32,90596;-4,00414;NULL;NULL;x7460;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147675;U10M00926;0006E7E992;NULL;NULL;217460;NULL;29528;217460
Ben Ali Sayad;NULL;General: Vertebrate contact;8981M25;Missour;Lamjalil;12/04/2012;32,90596;-4,00414;NULL;NULL;x9252;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;149599;U11M14710;00072009D4;NULL;NULL;219252;NULL;52432;219252
Ben Ali Sayad;NULL;General: Vertebrate contact;5312M25;Missour;Lamjalil;12/04/2012;32,91514;-3,95101;NULL;NULL;x5312;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147615;U10M04224;000702DEA5;NULL;NULL;215312;NULL;32055;215312
Jenfi Hassan;NULL;General: Vertebrate contact;9423 M32 2;Maatarka;Naji;12/04/2012;33,52762;-2,75208;NULL;NULL;x9423;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;149614;U11M08315;00071ADB07;NULL;NULL;219423;NULL;52910;219423
Jenfi Hassan;NULL;General: Vertebrate contact;7509 M32 2;Maatarka;Nefekha;12/04/2012;33,5509;-2,82233;NULL;NULL;x7509;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157160;U11M08239;00071AAEA6;NULL;NULL;217509;NULL;52994;217509
Bousselamia Aziz;NULL;General: Vertebrate contact;7921M06;Maatarka;Galb Lahrache;11/04/2012;32,86445;-2,67772;NULL;NULL;x7921;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147687;U10M02586;0006E7F544;NULL;NULL;217921;NULL;30294;217921
Khyi Mustapha;NULL;General: Vertebrate contact;9854M17;Missour;Zayda;11/04/2012;32,89749;-4,88222;NULL;NULL;x9854;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;129849;U10M03895;0007026B72;NULL;NULL;219854;NULL;32003;219854
Khyi Mustapha;NULL;General: Vertebrate contact;5342M17;Missour;Zayda;11/04/2012;32,90283;-4,88339;NULL;NULL;x5342;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147616;U10M04187;7,03E+09;NULL;NULL;215342;NULL;32017;215342
Khyi Mustapha;NULL;General: Vertebrate contact;5342M17;Missour;Zayda;11/04/2012;32,90283;-4,88339;NULL;NULL;x9600;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147735;U10M03943;000702FE0E;NULL;NULL;219600;NULL;32108;219601
Khyi Mustapha;NULL;General: Vertebrate contact;5812M17;Missour;Zayda;11/04/2012;32,85326;-4,823;NULL;NULL;x5812;female;release;North African Houbara Bustard;monitored;collar;RI-2B-M;129758;U08M03053;0006D0C598;NULL;NULL;215812;NULL;8805;215812
Khai Rachid;NULL;General: Vertebrate contact;4202M11;Maatarka;Laksera;11/04/2012;33,05826;-2,96476;NULL;NULL;x4202;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147589;U10M01112;0006E7A607;NULL;NULL;214202;NULL;30923;214202
Khyi Mustapha;NULL;General: Vertebrate contact;5901M17;Missour;Zayda;11/04/2012;32,84492;-4,70064;NULL;NULL;x5901;female;release;North African Houbara Bustard;monitored;collar;RI-2B-M;117451;U10M04048;000702DEAC;NULL;NULL;215901;NULL;32062;215901
Khyi Mustapha;NULL;General: Vertebrate contact;9422M17;Missour;Zayda;11/04/2012;32,84721;-4,71367;NULL;NULL;x9422;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147732;U10M00190;0006E7FC12;NULL;NULL;219422;NULL;28844;219422
Ben Ali Sayad;NULL;General: Vertebrate contact;8935M30;Missour;Sahma;11/04/2012;33,16156;-3,70387;NULL;NULL;x8935;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;157182;U10M13583;000702EC6A;NULL;NULL;218935;NULL;36544;218935
Khyi Mustapha;NULL;General: Vertebrate contact;4372M17;Missour;Aholi;11/04/2012;32,86671;-4,6434;NULL;NULL;x4372;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147593;U10M04268;000702D714;NULL;NULL;214372;NULL;32244;214372
Ben Ali Sayad;NULL;General: Vertebrate contact;8291M25;Missour;Sahma;11/04/2012;33,18166;-3,54013;NULL;NULL;x8291;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;147703;U11M13614;0007136CE3;NULL;NULL;218291;NULL;50802;218291
Hlilou Houcine;NULL;General: Vertebrate contact;9623M04;Missour;Al Baten;11/04/2012;33,2008;-3,90307;NULL;NULL;x9623;male;wild;North African Houbara Bustard;monitored;white harness-transmitter;Back-pack solaire;7071241;NULL;NULL;NULL;NULL;219623;W-00144;6885;219623
Ben Ali Sayad;NULL;General: Vertebrate contact;7961M30;Missour;Sahma;11/04/2012;33,12638;-3,79665;NULL;NULL;x7961;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147688;U10M14047;00070283C9;NULL;NULL;217961;NULL;37080;217961
Hlilou Houcine;NULL;General: Vertebrate contact;9542M04;Missour;Al Baten;11/04/2012;33,2014;-3,94553;NULL;NULL;x9542;male;wild;North African Houbara Bustard;monitored;harness-transmitter;Back-pack solaire;M0030;NULL;NULL;NULL;NULL;219542;23;13767;219541
Lucas Christelle;NULL;General: Vertebrate contact;D59M23;Missour;Al Baten;11/04/2012;33,25627;-3,92572;NULL;NULL;x6679;male;wild;North African Houbara Bustard;monitored;harness-transmitter;Back-pack solaire;M0014;NULL;NULL;NULL;NULL;216679;W-00280;9308;216678
Hlilou Houcine;NULL;Houbara: Display site;D18M04;Missour;Al Baten;11/04/2012;33,22029;-3,89533;P07-2;Observation point;x4535;male;wild;North African Houbara Bustard;monitored;white harness-transmitter;Back-pack solaire;8071237;NULL;NULL;NULL;NULL;214535;W-00149;12815;214536
Lucas Christelle;NULL;General: Vertebrate contact;L16M23;Missour;Al Baten;11/04/2012;33,24644;-3,86862;NULL;NULL;x7875;male;wild;North African Houbara Bustard;monitored;harness-transmitter;RI-2C-M;109457;NULL;NULL;NULL;NULL;217875;W-00181;2851;217875
Lucas Christelle;NULL;General: Vertebrate contact;5643M23;Missour;Al Baten;11/04/2012;33,2352;-3,84344;NULL;NULL;x5643;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;157122;U11M03256;00071B2DDF;NULL;NULL;215643;NULL;43672;215643
Zegouda Mohamed;NULL;General: Vertebrate contact;9279G;Maatarka;Lethima;10/04/2012;32,84139;-2,52991;NULL;NULL;x9279;male;release;North African Houbara Bustard;monitored;NULL;NULL;149601;U09M07871;0006EE4659;NULL;NULL;219279;NULL;25102;219279
Zegouda Mohamed;NULL;General: Vertebrate contact;7570G;Maatarka;Ghachwa;10/04/2012;33,10365;-2,44723;NULL;NULL;x7570;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159836;U11M02346;000702DB65;NULL;NULL;217570;NULL;44059;217570
Zegouda Mohamed;NULL;General: Vertebrate contact;9202G;Maatarka;Ghachwa;10/04/2012;33,10355;-2,52962;NULL;NULL;x9202;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;114988;U10M09605;000702DF1D;NULL;NULL;219202;NULL;39827;219202
Hlilou Houcine;NULL;General: Vertebrate contact;6307M04;Missour;Al Baten;10/04/2012;33,32259;-3,85844;NULL;NULL;x6619;male;wild;North African Houbara Bustard;monitored;harness-transmitter;MortFast backpack-solar+-7P;35953;NULL;NULL;NULL;NULL;216619;W-00148;11529;216620
Ben Ali Sayad;NULL;General: Vertebrate contact;8450M25;Missour;Smar;10/04/2012;32,95437;-3,63537;NULL;NULL;x9190;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147726;U10M14079;0007028B7C;NULL;NULL;219190;NULL;37063;219190
Jenfi Hassan;NULL;General: Vertebrate contact;7229M32;Maatarka;Khnag Lahda;10/04/2012;33,31178;-2,54616;NULL;NULL;x7229;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147668;U10M09829;0007026AF5;NULL;NULL;217229;NULL;39813;217229
Zegouda Mohamed;NULL;General: Vertebrate contact;6172G;Maatarka;Ghzala;10/04/2012;33,20623;-2,52521;NULL;NULL;x6172;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147640;U10M03397;0006DE72C2;NULL;NULL;216172;NULL;30363;216172
Khyi Mustapha;NULL;General: Vertebrate contact;7760M17;Missour;Al Baten;10/04/2012;33,14994;-3,95044;NULL;NULL;x7760;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159844;U11M03319;00071B055F;NULL;NULL;217760;NULL;43657;217760
Bouchnafa Saïd;NULL;General: Vertebrate contact;5782M30;Missour;Ouled Rahou;10/04/2012;33,01592;-3,95833;NULL;NULL;x5782;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;157131;U10M13688;000702E376;NULL;NULL;215782;NULL;36294;215782
Jenfi Hassan;NULL;General: Vertebrate contact;6700 M32;Maatarka;Karâa;10/04/2012;33,44669;-2,64635;NULL;NULL;x6700;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;157149;U10M09680;0007025C6C;NULL;NULL;216700;NULL;39843;216700
Khyi Mustapha;NULL;Houbara: Display site;01M17;Missour;Al Baten;10/04/2012;33,20043;-3,89437;NULL;NULL;x4815;male;wild;North African Houbara Bustard;monitored;grey harness-transmitter;Back-pack solaire;8071253;NULL;NULL;NULL;NULL;214815;W-00263;16071;214815
Hlilou Houcine;NULL;General: Vertebrate contact;8399M04;Missour;Al Baten;09/04/2012;33,27854;-3,83484;NULL;NULL;x8399;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159860;U11M03098;00071AEFE6;NULL;NULL;218399;NULL;43675;218400
Khyi Mustapha;NULL;General: Vertebrate contact;8255M17;Missour;Al Baten;09/04/2012;33,14464;-4,04787;NULL;NULL;x8255;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147700;U11M03293;00071B2C8E;NULL;NULL;218255;NULL;43602;218255
Touil Soufiane;NULL;General: Vertebrate contact;8111M10;Bouarfa;Tamlelt;09/04/2012;32,4037;-2,59277;NULL;NULL;x8111;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;159853;U11M04156;00071376D1;NULL;NULL;218111;NULL;49057;218111
Khyi Mustapha;NULL;General: Vertebrate contact;6293M17;Missour;Al Baten;09/04/2012;33,13156;-4,00526;NULL;NULL;x6293;male;wild;North African Houbara Bustard;monitored;harness-transmitter;Back-pack solaire;M0002;NULL;NULL;NULL;NULL;216293;W-00257;3711;216293
Ben Ali Sayad;NULL;General: Vertebrate contact;5801M25;Missour;Lamjalil;09/04/2012;32,92297;-3,99629;NULL;NULL;x5801;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147634;U09M07890;0006F3D34E;NULL;NULL;215801;NULL;18795;215801
Jenfi Hassan;NULL;General: Vertebrate contact;8243M32;Maatarka;Tayeb;09/04/2012;33,56103;-2,83969;NULL;NULL;x8243;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;149569;U10M09824;7028304;NULL;NULL;218243;NULL;40010;218243
Khyi Mustapha;NULL;General: Vertebrate contact;5031M17;Missour;Al Baten;09/04/2012;33,10556;-3,96676;NULL;NULL;x5031;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;147953;U11M03323;00071B0140;NULL;NULL;215031;NULL;43655;215031
Ben Ali Sayad;NULL;General: Vertebrate contact;6318M25;Missour;Lamjalil;09/04/2012;32,90746;-3,97601;NULL;NULL;x6318;male;release;North African Houbara Bustard;monitored;harness-transmitter;MortFast backpack-solar+-7P;129775;U08M02216;0006C9F756;NULL;NULL;216318;NULL;12393;216318
Meziane Mustapha;NULL;General: Vertebrate contact;003M05;Tata;Akka;09/04/2012;29,27474;-8,37344;NULL;NULL;x4040;female;release;North African Houbara Bustard;monitored;NULL;NULL;114833;U09M07379;0006F3E578;NULL;NULL;214040;NULL;22515;214039
Meziane Mustapha;NULL;General: Vertebrate contact;002M05;Tata;Akka;09/04/2012;29,31597;-8,31549;NULL;NULL;x9942;female;release;North African Houbara Bustard;monitored;NULL;NULL;147745;U09M07197;0006E7EC38;NULL;NULL;219942;NULL;22478;219942
Lucas Christelle;NULL;General: Vertebrate contact;7582M23;Missour;Al Baten;07/04/2012;33,2169;-3,9683;NULL;NULL;x7582;male;wild;North African Houbara Bustard;monitored;harness-transmitter;Back-pack solaire;M0026;NULL;NULL;NULL;NULL;217582;W-00104;13780;217580
Ben Ali Sayad;NULL;General: Vertebrate contact;001M25;Missour;Al Baten;07/04/2012;33,1487;-4,06465;NULL;NULL;x7801;female;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159846;U11M03252;00071AD127;NULL;NULL;217801;NULL;43566;217801
Zegouda Mohamed;NULL;Houbara: Display site;D01M14;Missour;Al Baten;07/04/2012;33,2086;-3,97083;P04-D;Observation point;x7005;male;wild;North African Houbara Bustard;monitored;harness-transmitter;MortFast backpack-solar+-7P;35701;NULL;NULL;NULL;NULL;217005;W-00120;10540;217005
Khai Rachid;NULL;General: Vertebrate contact;9412M11;Missour;Sahma;06/04/2012;33,20861;-3,57456;NULL;NULL;x9412;male;release;North African Houbara Bustard;post-release;collar;RI-2D-M;149613;U11M13613;00071B3C0A;NULL;NULL;219412;NULL;50801;219412
Bousselamia Aziz;NULL;General: Vertebrate contact;4982M06;Missour;Smar;05/04/2012;32,96088;-3,72905;NULL;NULL;x4982;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;157113;U11M14550;00071B2021;NULL;NULL;214982;NULL;52395;214982
Dieuleveut Thibault;NULL;General: Vertebrate contact;8816M26;Missour;Al Baten;05/04/2012;33,3344;-3,78842;NULL;NULL;x8816;male;wild;North African Houbara Bustard;monitored;harness-transmitter;MortFast backpack-solar+-7P;35701;NULL;NULL;NULL;NULL;218816;W-00096;8321;218816
Bousselamia Aziz;NULL;General: Vertebrate contact;4462M06;Missour;Maslagh;05/04/2012;32,94887;-3,79265;NULL;NULL;x4462;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;147596;U11M14553;00071AD7F0;NULL;NULL;214462;NULL;50936;214462
Lucas Christelle;NULL;General: Vertebrate contact;8972M23;Missour;Al Baten;05/04/2012;33,24452;-3,83531;NULL;NULL;x8972;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;159882;U11M03099;00071B9EE8;NULL;NULL;218972;NULL;43676;218972
Ben Ali Sayad;NULL;General: Vertebrate contact;7431M25;Maatarka;Ghachwa;04/04/2012;33,19966;-2,53867;NULL;NULL;x7431;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;159830;U11M02362;000702D4C6;NULL;NULL;217431;NULL;44062;217431
NULL;NULL;General: Vertebrate contact;5374  M15;Maatarka;Traride;04/04/2012;33,48137;-2,13378;NULL;NULL;x5374;female;release;North African Houbara Bustard;post-release;collar;RI-2D-M;157118;U11M01390;000702E783;NULL;NULL;215374;NULL;50060;215374
Zegouda Mohamed;NULL;General: Vertebrate contact;5292G;Missour;Maslagh;04/04/2012;32,90275;-3,7835;NULL;NULL;x5292;female;release;North African Houbara Bustard;dead;collar;RI-2D-M;147613;U11M14671;00071FC342;NULL;NULL;215292;NULL;52503;215292
Bouchnafa Saïd;NULL;General: Vertebrate contact;9340M30;Maatarka;Lahmida;04/04/2012;32,94044;-2,90598;NULL;NULL;x9340;male;release;North African Houbara Bustard;monitored;NULL;NULL;149607;U09M12171;0006E7D9AD;NULL;NULL;219340;NULL;25394;219340
Jenfi Hassan;NULL;General: Vertebrate contact;7620 M15;Maatarka;Sidi Ali;03/04/2012;33,32335;-2,79396;NULL;NULL;x7620;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;129813;U10M09819;000702728E;NULL;NULL;217620;NULL;39814;217620
Bousselamia Aziz;NULL;General: Vertebrate contact;9811M06;Missour;Ouled Rahou;03/04/2012;33,0069;-3,91187;NULL;NULL;x9811;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;149643;U10M13641;0007023B26;NULL;NULL;219811;NULL;36330;219811
Hlilou Houcine;NULL;General: Vertebrate contact;7018M04;Missour;Al Baten;30/03/2012;33,33938;-3,77596;NULL;NULL;x7018;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;147660;U10M00950;0006DE7769;NULL;NULL;217018;NULL;29503;217020
Ben Ali Sayad;NULL;General: Vertebrate contact;9793M25;Missour;Zabzgar;30/03/2012;32,7655;-3,92056;NULL;NULL;x9793;male;release;North African Houbara Bustard;monitored;collar;RI-2D-M;92645;U09M00640;0006CA07FF;NULL;NULL;219793;NULL;16840;219793
Bouchnafa Saïd;NULL;General: Vertebrate contact;7535M30;Missour;Lamjalil;30/03/2012;32,86744;-3,97547;NULL;NULL;x7535;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;147678;U11M14659;00071ADB77;NULL;NULL;217535;NULL;52467;217535
Hlilou Houcine;NULL;General: Vertebrate contact;9711M04;Missour;Al Baten;29/03/2012;33,27543;-3,93721;NULL;NULL;x9711;female;release;North African Houbara Bustard;dead;collar;RI-2D-M;159912;U11M03082;000720102C;NULL;NULL;219711;NULL;43514;219712
Bousselamia Aziz;NULL;General: Vertebrate contact;7774M06;Maatarka;Sehb Laghta;29/03/2012;33,4826;-2,57573;NULL;NULL;x7774;female;release;North African Houbara Bustard;lost;collar;RI-2D-M;147689;U11M08186;00071FBEEC;NULL;NULL;217774;NULL;52874;217774
